picture.no,hue,sat,bright,SDhue,SDsat,SDbright,ED,PE
6326,-2.265886131,0.15035995,0.595944235,1.454361629,0.115085128,0.29244175,0.101307507,7.643169167
6340,-2.433947706,0.13264602,0.609351624,1.253233843,0.141529058,0.242796785,0.082982076,7.022983895
6341,-3.123752377,0.242120939,0.576725934,1.008439532,0.162480398,0.182513704,0.091735,7.322926936
6348,-2.596639352,0.321340815,0.576847753,0.876861861,0.174909766,0.294720141,0.086300476,7.659653663
6374,1.187925323,0.618777298,0.577357197,0.63238474,0.353013546,0.241254762,0.116557407,6.48909891
6381,1.007415077,0.375858544,0.577778523,1.33361432,0.199939782,0.280296223,0.138603675,7.72107687
6386,2.749083584,0.354205262,0.565639291,1.209782466,0.160095147,0.314712665,0.105401357,7.198981242
6387,0.405272604,0.346957709,0.503318734,1.66263814,0.216615227,0.301820317,0.159544792,7.545713959
6393,2.23509378,0.31306163,0.615659645,1.325618027,0.152799741,0.287968032,0.117433854,7.252828696
6395,1.468074046,0.424744993,0.525629349,0.733542055,0.218354644,0.215810235,0.147669345,7.422866446
6396,-0.64738915,0.409163539,0.616780477,2.087191048,0.261676781,0.253488351,0.106872685,7.722058808
6399,0.728462416,0.321838175,0.558957002,1.326360405,0.238509434,0.309339468,0.140784163,7.456550587
6430,1.075428048,0.370569815,0.575453264,1.415457558,0.311408317,0.338942859,0.108906963,7.125422927
6433,2.224669834,0.418796951,0.409742509,1.336534445,0.235841691,0.253932015,0.103755764,7.554234178
6470,1.781783002,0.441557847,0.474347956,0.73623321,0.231165043,0.240567447,0.155691783,7.642584607
6561,0.226787546,0.455732016,0.521258614,0.817833895,0.199763458,0.263466102,0.119235277,7.746733285
6566,0.282773541,0.128671501,0.485402173,0.914959245,0.134990625,0.146773315,0.147472917,7.11405579
6583,1.52291822,0.240744891,0.506193816,1.10848102,0.207237003,0.217985658,0.111857143,6.949415251
6597,2.440926061,0.248985267,0.618978033,2.095080783,0.199663687,0.2374394,0.107790698,7.392565442
6623,1.119848984,0.249094785,0.448451516,0.769479724,0.139548923,0.220408566,0.153483743,7.564508908
6625,1.441801236,0.201036235,0.538901197,1.357405857,0.171304057,0.21711497,0.147307832,7.487130637
6632,1.12754731,0.103799141,0.62007477,0.907620411,0.09587538,0.128084712,0.172636986,7.108747314
6635,3.006270951,0.112309963,0.573140057,1.749566558,0.112467326,0.227666762,0.119858845,7.608958315
6636,0.169211309,0.1811158,0.588127755,1.132231643,0.188790287,0.189658683,0.140908559,7.593455846
6638,0.666510823,0.182947575,0.609374447,1.45432281,0.179535018,0.293627323,0.086434965,5.831503817
6639,-0.987506924,0.39773601,0.779876997,2.36303682,0.256190068,0.234500171,0.128578923,7.691999274
6695,-0.845313934,0.184106372,0.515113753,1.010490295,0.134950471,0.279904822,0.087312848,7.68107046
6790,2.796242515,0.361956963,0.510218501,0.84772405,0.244076727,0.173984026,0.1387625,7.178834758
6796,1.494609762,0.420591697,0.59633056,1.151994612,0.205223554,0.248921969,0.133899537,7.577884395
6809,0.727896079,0.311963055,0.48038049,0.835780192,0.120139704,0.217372743,0.109472135,7.615772097
6826,-2.688456032,0.26503305,0.741777326,0.39564167,0.203164285,0.134409199,0.087531621,7.377174679
6830,1.116954524,0.182041256,0.600400726,1.558479391,0.157908001,0.13714988,0.112746898,6.935950005
6837,1.43143668,0.190980147,0.549729608,2.006302561,0.175294927,0.171656903,0.08396224,7.120200808
6852,-2.765485403,0.570530118,0.750951397,0.072334321,0.276031208,0.251067901,0.093555072,7.10366393
6853,-2.575573979,0.214837411,0.65753075,0.092231578,0.094131235,0.212742162,0.136845333,6.653783186
6891,-2.589113866,0.152457634,0.526966682,1.190058344,0.122145894,0.277163327,0.066943259,7.24963527
6916,-2.61250094,0.300352701,0.52156588,0.639089765,0.18731738,0.301916591,0.084440231,7.465863927
6922,-2.426138494,0.419993838,0.783041799,0.099259911,0.203232386,0.114286483,0.096416927,7.267886673
6937,-2.397083655,0.233166815,0.710325395,0.453188774,0.136446415,0.314574073,0.077945991,7.069773214
6962,1.962314506,0.350676053,0.615989877,1.434661046,0.143247774,0.255007283,0.110123698,6.667921501
6965,0.207338776,0.210743449,0.624677938,1.488082214,0.105646862,0.228605216,0.089416658,7.595601
6967,2.896335033,0.226419195,0.569510421,1.73178552,0.222948746,0.226208788,0.08690292,7.259280761
6971,1.04558942,0.150421972,0.671132674,1.251117438,0.169340208,0.242431957,0.083021077,7.141487763
7036,-0.232923549,0.250949108,0.593114553,1.444148279,0.175909027,0.148201963,0.121933333,7.022888399
7039,1.118927435,0.21209275,0.590766072,1.236378939,0.159138743,0.24561127,0.125121836,7.638322513
7171,0.959098774,0.456016242,0.523317798,0.844902868,0.258414379,0.267582743,0.149350586,7.432549854
7286,-0.300271445,0.197261135,0.612753903,1.545231043,0.175134711,0.305537663,0.068092956,7.429469782
7387,0.870847554,0.234338673,0.563258016,1.338382634,0.208924983,0.277043285,0.108171935,7.835087198
7482,0.642495009,0.229318902,0.493291573,0.946847418,0.1404067,0.201292188,0.142235438,7.562649637
7486,1.043104941,0.417598197,0.510054182,0.691345092,0.254587261,0.217405454,0.166196752,7.603564755
7489,1.52236318,0.431376436,0.477954676,0.469725866,0.184897721,0.207648394,0.165665488,7.567628955
7493,1.455928383,0.213487301,0.610314297,1.270017238,0.192109541,0.242357026,0.133544669,7.713259794
7504,2.98674291,0.424357399,0.580199754,1.349737832,0.246320438,0.277249752,0.090058252,7.75183507
7513,2.080243382,0.310271773,0.615526853,1.56667575,0.169326176,0.287478158,0.117833723,7.454408247
7517,-3.063719435,0.155150339,0.589218294,1.724772005,0.134099227,0.219024367,0.103275146,7.451891323
7522,3.028136775,0.427357763,0.663172793,0.81783284,0.237919282,0.30497259,0.101724625,7.719999187
7524,-2.802475173,0.268751396,0.55342025,2.001975209,0.152162787,0.251952326,0.090183542,7.532326774
7533,1.508814836,0.310425592,0.560076046,1.259531002,0.202193499,0.310712974,0.071026304,7.790312909
7537,0.8535995,0.263097052,0.454424367,1.094111876,0.236185724,0.31291402,0.097013855,7.113220336
7539,2.915288777,0.245485713,0.523534611,0.973492647,0.212357697,0.302183131,0.11976237,7.604056297
7575,0.146066312,0.235747004,0.614334781,2.238426201,0.196737519,0.206018752,0.115323438,7.621060156
7596,-2.431437173,0.293256378,0.667727402,0.916707112,0.217562979,0.287716065,0.095710754,6.691592381
7626,2.856474893,0.383853361,0.522322559,1.32494552,0.233312464,0.363595381,0.084108175,7.646926526
7627,1.539679459,0.473918753,0.498740321,0.356096978,0.18299923,0.232028791,0.146513542,7.370884604
7628,2.511481221,0.655573192,0.501574154,1.320885914,0.20422801,0.202757553,0.10363416,7.072708555
7629,2.085388504,0.315340292,0.667773656,1.298194934,0.22057698,0.279974863,0.124659305,7.472501526
7631,1.337177081,0.324794589,0.517501909,1.288728021,0.21394973,0.220151886,0.105974356,7.260009574
7632,1.351066899,0.386842022,0.492965618,0.626225867,0.178088213,0.199489852,0.17380253,7.506959679
7634,1.278522434,0.395191769,0.592432508,0.713945176,0.260064164,0.24674006,0.121505737,7.485162945
7637,2.194238208,0.475564491,0.649809103,1.154078092,0.22349894,0.291770989,0.134521484,7.728234797
7684,0.517757845,0.076133919,0.638847595,0.968259733,0.07442514,0.288117269,0.091873805,7.04936567
7689,0.805086663,0.30960326,0.487096306,1.708051718,0.14651214,0.17115915,0.110341797,7.04901002
7734,1.79970822,0.186237591,0.565196158,1.549066804,0.167368282,0.256221219,0.083330154,7.271953556
7767,-2.75448438,0.41029966,0.637647743,0.920577229,0.170338127,0.259320101,0.067644596,7.469514809
7772,-1.886447025,0.127716568,0.615329453,1.074379806,0.055898166,0.178948967,0.088642764,7.064796761
7794,-2.830453169,0.390829881,0.593753297,1.803553091,0.213902269,0.324706695,0.107385677,7.51067092
7891,2.732909612,0.149838481,0.616694569,1.110736331,0.156534813,0.307432953,0.111027083,7.226021049
7932,-2.927472975,0.217093303,0.529575481,1.804749623,0.18351906,0.323601105,0.073019544,7.801473152
7933,3.125656325,0.262538006,0.581480478,1.009201594,0.146377109,0.283764388,0.081414541,7.470852809
7934,1.669562832,0.264729992,0.565192668,1.500351364,0.208668917,0.263266476,0.076768419,7.652808712
8046,1.418285534,0.146304697,0.569738483,2.517221037,0.187110335,0.263285182,0.085650025,7.285013251
8049,2.023605208,0.491226181,0.554997308,1.393844292,0.242214402,0.256997727,0.107461929,7.662967223
8058,1.785079075,0.159347254,0.71615593,2.030934314,0.122040131,0.275158872,0.068360138,7.09694477
8104,2.855518193,0.274778977,0.640742177,1.676092602,0.136819423,0.269359179,0.117278646,7.459128537
8112,1.837938194,0.270657493,0.533157968,1.401010223,0.176106609,0.3033494,0.130821615,7.416349461
8119,1.33381308,0.385794568,0.660253451,0.86147541,0.294966901,0.25388397,0.158912095,6.512107682
8208,0.43539421,0.396922229,0.653762804,1.547167405,0.273132563,0.224831107,0.141778971,7.306809378
8210,-1.13448447,0.221246581,0.535418589,1.44258623,0.145059679,0.243628077,0.11739401,7.599497246
8217,3.017452264,0.383521881,0.717452113,1.367599581,0.237397494,0.303806164,0.101309772,7.573290118
8219,1.145882502,0.403602044,0.543730888,1.238765882,0.234201848,0.302720794,0.111954053,7.647774746
8241,2.147859258,0.433260819,0.64020292,1.402913948,0.180085046,0.310316283,0.130025652,7.713513313
8245,2.400342375,0.40965996,0.694810906,1.430713904,0.149648949,0.159720934,0.116685677,6.983758086
8248,1.672565645,0.160962833,0.647048902,1.351974362,0.152592519,0.199698018,0.127393579,7.412728184
8255,0.731198267,0.283100172,0.666683969,1.966257734,0.131957596,0.173353164,0.07893196,7.050574472
8321,1.807168051,0.42762735,0.53129099,1.192933133,0.25477342,0.323526176,0.100662435,7.532723329
8344,0.917886711,0.285060914,0.528522141,0.942609642,0.220108354,0.190614598,0.134029706,7.440251618
8347,0.95756,0.306570393,0.623281317,1.31667551,0.162951594,0.268007988,0.139181614,7.724185691
8350,1.879190366,0.360525245,0.613668455,1.567820139,0.232972445,0.244723284,0.118578593,7.312079559
8355,0.423705513,0.312313851,0.597184852,0.497292505,0.132710538,0.215521752,0.125764497,7.494032087
8369,1.82370416,0.356755177,0.538844429,1.472162929,0.20196677,0.287508968,0.130604744,7.703049061
8378,-2.777027335,0.187757512,0.620182187,1.016750413,0.158848447,0.217870157,0.107478301,7.547848633
8411,2.703573347,0.349839145,0.573791316,1.770804683,0.194720525,0.298363423,0.115224361,7.692777282
8419,-0.062582761,0.194761961,0.579294261,1.18019365,0.172038643,0.274298475,0.096321142,7.758750037
8427,1.664520442,0.509411748,0.420703909,0.695229673,0.247941424,0.309766261,0.122490104,7.207929227
8428,-1.272851194,0.379120999,0.648247947,1.93477611,0.249756884,0.290609593,0.117400349,7.743873789
8429,0.57035349,0.249986,0.589912391,1.67205005,0.267909841,0.254484102,0.095858506,7.030367499
8434,1.900682461,0.350517942,0.521483891,1.100447068,0.245252631,0.286781673,0.127751668,6.810064902
8436,-2.457875041,0.339913297,0.669005068,1.772620943,0.195493613,0.268993235,0.110112305,7.702360441
8484,0.562920248,0.190556732,0.606870145,1.676447634,0.135058584,0.17120368,0.08040681,7.192754189
8497,-2.119567081,0.104279979,0.617940853,1.490765042,0.098872965,0.20313915,0.083911737,7.210969667
8519,0.865623467,0.15528242,0.451434499,1.794186236,0.194948991,0.314125558,0.095505728,6.949663581
8549,-2.335147511,0.257398976,0.646463264,2.23311449,0.224535194,0.230200667,0.110949219,7.393992428
8552,2.193749131,0.283296286,0.552438681,1.690629254,0.272527948,0.253299361,0.104014544,7.200690289
8553,1.06567888,0.39714425,0.589364388,1.423184828,0.195999923,0.231163221,0.128866472,7.279388401
8555,-0.235989453,0.531803229,0.563871868,1.924210569,0.295303354,0.341637821,0.107428908,7.829597227
8630,0.281415319,0.334375281,0.523060455,0.712271549,0.220490738,0.261088845,0.115115096,7.346718887
8663,2.781667167,0.128082553,0.538246369,1.131051506,0.116420117,0.286444814,0.087883631,7.642705947
8755,-2.636892455,0.401202899,0.647854547,0.331238592,0.181814503,0.237318681,0.082213243,7.485392957
8844,2.85557385,0.152627951,0.587797032,1.69562143,0.134784264,0.261149626,0.101569087,7.461004846
8901,0.430416441,0.36237311,0.588128397,1.127898276,0.193518557,0.251945153,0.128931417,7.62187167
8906,0.381082198,0.237313377,0.669671473,0.910332319,0.203575345,0.185255189,0.092958488,7.399388107
8915,1.103348887,0.271627576,0.49316081,1.61088438,0.209074774,0.323407013,0.123770345,7.734369881
8917,0.359079324,0.561876799,0.682200902,0.996559726,0.264128366,0.207435039,0.108811696,7.199487862
8919,2.489381405,0.269098043,0.509428607,1.852908303,0.206819976,0.244494795,0.070287476,7.3948067
8920,0.478059127,0.309338751,0.502144567,0.790473769,0.187770309,0.104107438,0.088027795,5.974214869
8965,3.132052243,0.303739387,0.634450782,1.479059815,0.150944017,0.240725995,0.136213235,7.098797808
9027,0.96373705,0.100845691,0.505731785,1.601168373,0.143532142,0.303195473,0.074452082,7.321730677
9031,-2.216644922,0.424991327,0.601209086,1.152933852,0.236712774,0.326300431,0.094888752,7.379468131
9072,-2.723584276,0.275258367,0.46425334,0.619897505,0.217703794,0.163974243,0.075014523,6.11975951
9141,1.669245537,0.34125533,0.506951462,1.350913113,0.228565759,0.244923445,0.117059867,7.108875021
9153,-2.630147263,0.109360184,0.490712165,1.150391587,0.079687423,0.187252986,0.103939318,6.743546947
9221,3.088696675,0.512151446,0.748111157,1.585702652,0.241284474,0.225418341,0.117343165,7.325605349
9307,1.615683813,0.364554632,0.538957427,1.222249011,0.346592065,0.336046945,0.103021018,6.928929721
9317,0.758907084,0.179449872,0.567924066,1.393071743,0.196634954,0.312936759,0.103673935,6.87854385
9432,2.495890226,0.224821768,0.677476147,1.388786108,0.199616169,0.283821676,0.098551747,7.657006126
9436,-2.565979968,0.04819183,0.740242976,1.188361661,0.054043301,0.250986827,0.113276263,7.429720982
9511,1.346755729,0.590702102,0.507526873,0.890625581,0.401342873,0.319775568,0.134453615,7.456820495
9524,0.699300853,0.475394471,0.553074449,0.755081303,0.244975415,0.22905539,0.152706324,7.685620673
9527,2.385903101,0.387490437,0.501852424,1.80402229,0.226155892,0.25998995,0.105447318,7.362368367
9529,0.903150929,0.368122641,0.683584792,1.14531865,0.150427493,0.234654815,0.139672445,7.343637856
9537,0.445658764,0.313888671,0.596769305,1.919307408,0.115008193,0.229484451,0.108036623,7.500769035
9550,-2.608570049,0.197995342,0.660284774,1.03749816,0.127255688,0.306831641,0.07130299,7.666590354
9559,-2.330965573,0.424665129,0.608000329,0.702504505,0.18910472,0.262562942,0.077928208,7.505614567
9666,1.579755665,0.488548993,0.492028544,0.592928273,0.254132865,0.282110828,0.131505534,7.826499709
9667,1.69527079,0.388970892,0.63137879,1.424419224,0.230505708,0.257073538,0.13632749,7.634660126
9672,1.845205691,0.518268754,0.394620886,1.011618995,0.338133871,0.362395806,0.11774537,7.035208675
9694,-3.039874588,0.144639221,0.585422544,1.241394124,0.140647172,0.349740509,0.107619288,7.418530909
9696,-0.760652748,0.0663716,0.762048505,0.676028401,0.05387203,0.232758828,0.074828489,7.412118305
9699,1.870966366,0.171228288,0.543006045,1.027588433,0.127170862,0.197385008,0.085325158,7.500625643
9700,-2.495964924,0.296987285,0.622865189,0.6363135,0.195622152,0.256099156,0.085394748,7.797706795
9780,0.878774402,0.275378075,0.554339939,1.582720743,0.164500635,0.237401914,0.132199605,7.17195709
9833,1.693220783,0.299046076,0.66471104,1.556518563,0.112073928,0.178374249,0.088330469,6.970967354
9837,2.343744482,0.309248261,0.585752837,1.023424083,0.298327112,0.282047983,0.090461753,6.675925636
9838,1.040144835,0.370021984,0.603641922,1.884005955,0.143459919,0.166335521,0.087119078,7.195374553
9848,2.381940622,0.319186387,0.671523743,1.488239745,0.255597826,0.312587114,0.110358045,7.319440195
9855,2.093344945,0.404169362,0.606480958,1.325003883,0.339985807,0.353740135,0.117951608,7.58035624
9914,1.150099423,0.290979665,0.664690326,1.751891985,0.189248409,0.290918635,0.096686812,7.579489859
9915,2.630512293,0.272815673,0.585682786,1.044328797,0.208026163,0.238769663,0.087200474,7.754327035
9916,-0.673311815,0.121980973,0.468947603,1.633214738,0.16774238,0.277848249,0.09984283,7.739530829
9976,-2.904612056,0.294559473,0.580324887,1.628496506,0.181652186,0.278795293,0.08408716,7.765314743
9977,1.587392652,0.495255716,0.44692788,1.216267836,0.312037797,0.284970961,0.134477333,7.7438552
9978,0.922198077,0.349429662,0.60107464,1.131237811,0.164717845,0.272342832,0.098804588,7.42363843
9979,0.673505121,0.321718238,0.409462389,0.887805961,0.212528514,0.252902629,0.114875944,7.173948441
10055,-1.149368506,0.136014226,0.552881476,1.416788392,0.13336152,0.307771352,0.092227991,7.678295053
10086,-2.639475202,0.470264387,0.663656238,1.151881145,0.193347001,0.209077036,0.067759619,7.229951659
10088,NA,NA,NA,NA,NA,NA,NA,NA
10143,3.118479316,0.358045867,0.590733255,0.982927476,0.211151025,0.322045843,0.103653158,7.76138033
10152,1.327726239,0.184873826,0.56264454,1.37808576,0.1603776,0.271654787,0.101703644,7.726057998
10212,0.719623781,0.41437963,0.625363788,1.997655471,0.230357758,0.321228816,0.081269385,7.630305028
10282,2.295041429,0.392408285,0.468005485,1.222783827,0.254271094,0.358580212,0.055815856,7.352464191
10285,1.325117608,0.49056571,0.551542689,0.956663453,0.204318644,0.243526069,0.11232694,7.584872807
10292,1.294328546,0.378443195,0.666622572,1.448863229,0.185835879,0.279004268,0.08992513,7.399340741
10302,-2.072755027,0.199433541,0.636529105,1.670857918,0.169040813,0.275690557,0.084825,6.62516253
10303,1.182619796,0.310510557,0.569201919,2.002898949,0.299600788,0.293896618,0.101665204,7.348524816
10308,-2.958614513,0.3789657,0.583720587,0.799527776,0.141926846,0.267372364,0.108943303,7.565063731
10311,1.76347856,0.061260449,0.548853027,1.139217665,0.094604376,0.257897357,0.09777606,7.484780681
10313,-0.125127573,0.19464018,0.552426713,1.661922185,0.151009416,0.281979357,0.096266943,7.537138711
10319,2.346631749,0.352235209,0.522214042,1.828600036,0.269640865,0.271767191,0.093005498,7.745646797
10405,1.628052906,0.372464921,0.540468983,1.364008653,0.367086033,0.317340894,0.129987698,6.866929347
10415,2.885574015,0.141298274,0.557350158,1.38444941,0.124734317,0.253071617,0.121076002,7.114150386
10420,2.515762342,0.182183122,0.521104447,2.434692485,0.127885929,0.256362578,0.112660131,7.737102172
10425,0.45920245,0.187126501,0.554950676,2.157004399,0.190536335,0.303403489,0.097979983,7.407631241
10428,-2.608638451,0.27296709,0.537416884,1.817778328,0.190075775,0.302684573,0.105628967,7.268563734
10429,2.72618754,0.171281556,0.62176294,1.560436174,0.136371369,0.292976767,0.089720573,7.704232028
10491,2.748180013,0.270108027,0.558163646,1.472890914,0.125611084,0.182090361,0.127409259,6.886157759
10492,2.260566467,0.354010134,0.552055557,1.836912084,0.250729903,0.217137179,0.105995909,7.201989526
10497,1.891485537,0.242623547,0.601466135,1.594011689,0.178604923,0.251916092,0.106143316,7.040703816
10503,1.453124925,0.206423262,0.471559466,1.177813077,0.221945137,0.242082927,0.128729175,7.437937562
10511,0.81893998,0.194040468,0.621127208,1.676973203,0.105177066,0.235669462,0.122356771,7.519842712
10515,-1.383410723,0.419889372,0.68533642,2.17538333,0.1204536,0.186202277,0.084993697,7.003623099
10590,0.856896883,0.221759648,0.427036435,1.136817397,0.174332382,0.215313632,0.093926873,7.515187253
10668,-0.240266273,0.203789322,0.671469941,1.269119418,0.134131991,0.22228964,0.117100781,7.215683346
10675,-1.785717371,0.392213403,0.555340181,1.154858531,0.264606246,0.188696659,0.052443245,6.58734264
10676,0.570889429,0.14521755,0.619596928,1.601596771,0.114436599,0.171802065,0.0780875,7.224275717
10677,0.526638161,0.315371063,0.610724916,1.641168317,0.202342465,0.285562513,0.088699544,7.531994252
10678,-0.52638596,0.211300687,0.58518552,1.612481976,0.14737429,0.243969934,0.088307483,7.265889454
10689,2.040460486,0.434330711,0.602466683,1.726657189,0.198486489,0.325645646,0.10481898,7.845870024
10749,1.434787669,0.23282817,0.331853685,1.586956462,0.182430838,0.340077027,0.080862223,6.168537297
10757,2.473035648,0.277855935,0.650154495,2.079557544,0.208925599,0.242917798,0.104357407,7.503469439
10823,1.209416027,0.252779756,0.544309912,1.416346612,0.147944232,0.173378094,0.127995788,7.034646205
10824,2.792133371,0.221021498,0.42900065,1.666440586,0.139411144,0.197884927,0.141326137,7.554906689
10838,0.428093102,0.308212179,0.437586939,1.66067061,0.298140248,0.306996573,0.106300755,7.520108058
10881,-1.701504012,0.220098324,0.609401817,1.499080478,0.143835798,0.250640314,0.102863218,6.895200571
10883,2.348781585,0.194589125,0.618963062,1.894941085,0.163212984,0.288862812,0.104555667,7.565303146
10888,0.137423996,0.304439562,0.665035028,1.554690417,0.08854285,0.133410004,0.1178404,6.766702434
10889,2.086060748,0.1472526,0.562912565,1.290502667,0.096825707,0.145062496,0.097375521,6.943639944
10895,-2.764279106,0.199825455,0.660132587,1.150481392,0.182552937,0.173167817,0.108761927,6.881395074
10900,2.691247449,0.280473201,0.627376827,1.396639382,0.225670741,0.144850555,0.123567367,7.162929574
10905,-1.696256045,0.302162549,0.604058423,2.164790527,0.158618076,0.279581517,0.075148133,7.300232343
10910,-1.281300839,0.579378162,0.685765505,2.163349484,0.210957761,0.219070436,0.094956716,7.614974258
10919,-0.107664248,0.237349839,0.715852101,1.289806511,0.101169793,0.228767468,0.123639737,7.222765731
10949,-3.12441747,0.213120887,0.537075208,1.130829773,0.130813406,0.233010985,0.061891683,7.198505501
11008,-2.14635584,0.163815969,0.540610472,1.236562512,0.146632221,0.32454706,0.105051852,7.667884429
11132,1.608304764,0.514318412,0.473281808,0.68678737,0.335891707,0.292503757,0.128565173,7.651461853
11220,0.647226322,0.495644602,0.601261654,0.862111822,0.242109598,0.229130716,0.184252643,7.476479552
11253,0.924435271,0.270870033,0.4075313,1.246059258,0.146696604,0.228142477,0.119223072,7.628082744
11256,2.898253329,0.472149353,0.598817425,1.420585934,0.19688719,0.273212013,0.084526414,7.388688522
11275,0.817302572,0.17259556,0.519391746,1.727609889,0.160662326,0.262984704,0.084336979,7.493185689
11278,1.006489644,0.343314488,0.510550494,0.767742782,0.294802491,0.263435362,0.10475413,7.349432935
11338,2.74478909,0.269761497,0.686093564,1.296576793,0.202579591,0.309774714,0.087221325,7.513327645
11339,-2.894907539,0.176867055,0.603582673,0.759787378,0.09744563,0.244341706,0.117095947,7.364546899
11436,0.947930462,0.270903791,0.656498452,1.988475764,0.190337169,0.294226628,0.08470221,7.436596504
11576,-0.84254941,0.224248796,0.680293786,1.881783736,0.182761298,0.22100073,0.094669054,7.544675818
11605,-2.599398648,0.392368549,0.649618222,1.02279902,0.186463211,0.273231739,0.105104167,7.797738398
11622,2.821851935,0.452013319,0.493971038,0.521634822,0.335443642,0.303436011,0.097898958,7.366361929
11637,-1.715923135,0.356302599,0.561473758,1.128152357,0.293777696,0.238519718,0.098367573,7.45245695
11638,-2.78789795,0.270141288,0.619854818,1.505541949,0.229844999,0.200090813,0.101924537,7.440431962
11684,1.098797907,0.514390833,0.484717129,0.82962214,0.244666717,0.302027261,0.149804688,7.788191696
11722,2.165809946,0.40446271,0.594118869,1.350646818,0.200242155,0.318367949,0.11660703,7.485533196
11728,1.799874403,0.306579119,0.549825495,1.082745369,0.27352918,0.250897182,0.136345387,7.405688105
11733,1.716861441,0.298151266,0.526840408,0.765318824,0.188405935,0.228206259,0.126187642,6.779234331
11736,2.477495934,0.314843214,0.588272467,1.070791342,0.215964731,0.325584881,0.085026042,7.109540894
11738,-0.284494837,0.084839551,0.604377646,1.328476632,0.072723617,0.219265854,0.111514621,6.825940188
11810,2.535689067,0.458905386,0.652072698,1.608812496,0.17844743,0.320515786,0.069101422,7.666199247
11820,1.982423389,0.253067239,0.597348377,1.522653265,0.151932982,0.302524862,0.090696091,7.639796586
11836,-0.414950298,0.161308919,0.592626793,1.587563554,0.143587118,0.267325382,0.119557195,7.630840925
11853,3.049762816,0.334734802,0.563672884,1.602076754,0.200529921,0.325229268,0.076966749,7.439145486
11857,-0.849362981,0.218865694,0.625068211,1.74504971,0.274977422,0.206671193,0.080869792,7.356984664
11859,-3.136903368,0.390591864,0.58801126,1.420760692,0.194611849,0.192653772,0.092872917,7.271374058
11986,1.906269906,0.198411387,0.562599639,1.047245563,0.224373395,0.286222308,0.112473522,7.329621127
12051,1.986057236,0.216456817,0.534682485,1.385437185,0.203946755,0.26551438,0.108182543,7.672814758
12062,-0.353568649,0.324906281,0.61902994,1.721056704,0.144017789,0.204430487,0.110135926,7.168695424
12066,2.930722493,0.066791488,0.657460268,2.298018861,0.087369311,0.23397269,0.132858854,7.070154844
12073,2.648273375,0.244030005,0.543569963,2.088937049,0.205912329,0.3140399,0.123801042,7.735588678
12074,0.678223298,0.302762561,0.635055749,1.130715867,0.12129231,0.210264867,0.103160266,7.32402713
12079,0.816011793,0.265245506,0.620442675,1.198285901,0.237724423,0.173660806,0.109541555,7.308897228
12253,0.712670406,0.210127492,0.555660563,1.136912158,0.118434731,0.248102042,0.13037262,7.706419892
12282,-2.765269132,0.334006516,0.701258285,1.247401581,0.239869319,0.324470044,0.110529252,7.435245636
12283,-2.25496259,0.203812581,0.706712195,0.272272526,0.127740823,0.234230224,0.085576172,7.70208076
12324,1.935112844,0.310472624,0.517955332,1.87028977,0.237862418,0.302980126,0.118146259,7.895568244
12339,1.868362152,0.329726655,0.61855466,2.080585876,0.150465298,0.318211987,0.084057176,7.388402633
12347,-2.887853007,0.302666716,0.591319863,1.950657595,0.281463471,0.312291063,0.098839518,7.799993438
12349,1.609804221,0.476745232,0.397854325,0.392966039,0.199293423,0.208823031,0.154984208,7.520106787
12353,1.068192312,0.405643713,0.401364566,0.977409848,0.252569957,0.225744574,0.129489673,7.598599172
12555,-0.606514561,0.395236693,0.628334306,2.341974131,0.263685528,0.246628126,0.111952083,7.83780895
12556,1.388523807,0.256900999,0.630507904,1.55354791,0.120206904,0.238769243,0.146998088,7.587930454
12569,1.661510346,0.464716831,0.538705504,0.644905346,0.278239003,0.254078509,0.144384384,7.447049146
12577,2.424040841,0.341279054,0.487821848,1.819844685,0.235335023,0.228573207,0.172422886,7.737717509
12578,0.856660675,0.305765771,0.715394653,1.632602694,0.127059712,0.141945178,0.118548584,6.869099322
12647,0.015496003,0.112642423,0.594845503,1.334434256,0.130280173,0.267759623,0.096850964,7.606920136
12759,1.438137872,0.368180988,0.635270954,0.788464207,0.229194398,0.174195606,0.16643099,7.406992245
12789,1.421246046,0.433326494,0.55232454,0.524792765,0.288782451,0.255972707,0.148052268,7.352888872
12795,1.068597185,0.43200468,0.470094033,0.730301466,0.312074232,0.282413303,0.150133259,7.520964586
12797,0.828227618,0.259585543,0.617295025,0.780719326,0.221767719,0.293197548,0.143441667,5.837279633
12799,1.544685184,0.41525179,0.529911405,0.951323408,0.218434807,0.3022137,0.121125539,7.735552265
12808,3.043865549,0.477712714,0.641509893,1.522763918,0.192247235,0.208671225,0.088078009,7.11772654
12888,-2.934629567,0.195626671,0.651026051,1.59978631,0.128974089,0.167612879,0.084887443,7.09612807
12892,1.714954679,0.228787306,0.592008234,1.717496246,0.13008584,0.251858788,0.096503906,7.472276195
12925,1.859818096,0.285094943,0.589148699,1.453445681,0.189911297,0.294293082,0.095114746,7.279242936
12928,1.020195968,0.278193667,0.626293141,1.005520678,0.159951836,0.212674379,0.160634041,7.55010895
12930,2.035734519,0.330102245,0.510039318,1.335336175,0.194920954,0.269069978,0.124986458,7.731921801
12931,1.410182759,0.254567707,0.664629773,1.405226007,0.262495959,0.291194773,0.104814608,6.120647951
