"","picture.ID","naturalness","fascination","coherence","scope","being_away"
"223",5560,5.75,5.83333333333333,5.66666666666667,4.75,5.66666666666667
"224",5573,4.30769230769231,3.92307692307692,5.76923076923077,4.38461538461539,4.15384615384615
"225",5574,3.83333333333333,3.72727272727273,4.41666666666667,3.91666666666667,4
"226",5577,2.23076923076923,4.46153846153846,5.38461538461539,3,2.92307692307692
"227",5578,3.91666666666667,3.83333333333333,5.58333333333333,3.91666666666667,3.58333333333333
"228",5579,4,4.66666666666667,4.41666666666667,3.16666666666667,3.25
"229",5583,3.42857142857143,4.375,2.83333333333333,4.7,4.66666666666667
"230",5586,3.53846153846154,5.30769230769231,4.53846153846154,4.46666666666667,4.66666666666667
"231",5599,3.38461538461538,4.15384615384615,5.07692307692308,4.93333333333333,4.25
"232",5645,3.57142857142857,4.375,4.83333333333333,4.3,4.22222222222222
"233",5653,4.15384615384615,5.07692307692308,5.38461538461539,4,5.16666666666667
"234",5659,3.07692307692308,5.38461538461539,6.33333333333333,3.53846153846154,4.15384615384615
"235",5661,2.42857142857143,5.375,4,4.1,3.22222222222222
"236",5664,1.76923076923077,4,5.15384615384615,4.92857142857143,2.75
"237",5666,3.75,4.58333333333333,5.25,4.41666666666667,3.45454545454545
"238",5670,1.69230769230769,4.23076923076923,5.23076923076923,5,2.15384615384615
"239",5675,2.27272727272727,5.25,5.5,4.25,2.83333333333333
"240",5676,2.66666666666667,3.83333333333333,5.33333333333333,4.5,3.33333333333333
"241",5677,2.33333333333333,4,5.91666666666667,3.33333333333333,2.41666666666667
"242",5814,4.08333333333333,3.91666666666667,5.25,3.58333333333333,3.33333333333333
"243",5844,4.16666666666667,4.83333333333333,5.5,5,2.91666666666667
"244",5874,2.69230769230769,4.61538461538461,4.92307692307692,5.46153846153846,2.76923076923077
"245",5886,5.16666666666667,4.90909090909091,4.58333333333333,5.41666666666667,4.90909090909091
"246",5904,5.83333333333333,4.75,5.83333333333333,5.58333333333333,5.41666666666667
"247",5908,4.76923076923077,4.92307692307692,5.15384615384615,5.23076923076923,4.07692307692308
"248",5953,3.33333333333333,3.91666666666667,4.08333333333333,3.66666666666667,3.08333333333333
"249",5985,4.23076923076923,5.23076923076923,5.07692307692308,4.53846153846154,4
"250",5987,3.52631578947368,4.95,5.05555555555556,4.31818181818182,4.14285714285714
"251",5988,5.90909090909091,5.75,4.75,4.16666666666667,5.33333333333333
"252",6007,4.08333333333333,4.75,4,4.5,3.66666666666667
"253",6011,4.41666666666667,4.41666666666667,4.66666666666667,4.08333333333333,4
"254",6012,5.09090909090909,4.66666666666667,4.75,5.5,4
"255",6014,2.53846153846154,5.46153846153846,5.07692307692308,4.46153846153846,3.61538461538462
"256",6017,4.23076923076923,4.15384615384615,3.69230769230769,4.66666666666667,3.91666666666667
"257",6019,3,4.625,5.66666666666667,5.3,4.22222222222222
"258",6041,5.85714285714286,5.25,4.83333333333333,4.8,5.22222222222222
"259",6046,6.69230769230769,4.15384615384615,4.23076923076923,6.13333333333333,4.33333333333333
"260",6056,6.08333333333333,4.33333333333333,4.16666666666667,6.16666666666667,5.25
"261",6063,4.71428571428571,4.625,4,4.3,4.66666666666667
"262",6066,4.69230769230769,4.76923076923077,5.76923076923077,5.23076923076923,3.58333333333333
"263",6073,5.83333333333333,4.41666666666667,4.5,5.83333333333333,5.25
"264",6076,5,5.30769230769231,5.53846153846154,6.13333333333333,5.25
"265",6078,3.57142857142857,4.625,4.66666666666667,5.1,4
"266",6100,4.14285714285714,5,4.33333333333333,4.4,5.33333333333333
"267",6155,2.75,4.16666666666667,5.16666666666667,2.75,3.91666666666667
"268",6187,3.25,4.41666666666667,5.16666666666667,3.33333333333333,3.58333333333333
"269",6190,3.61538461538462,3.46153846153846,5.69230769230769,4.16666666666667,3.30769230769231
"270",6272,4.61538461538461,5.38461538461539,5.15384615384615,5.84615384615385,4.38461538461539
"271",6326,2.07692307692308,2.33333333333333,5,3,2.16666666666667
"272",6340,2.23076923076923,2.76923076923077,5,3.30769230769231,2
"273",6341,3,5.25,5.33333333333333,4.2,5
"274",6348,3.15384615384615,5.30769230769231,4.92307692307692,3.93333333333333,4.66666666666667
"275",6374,5.84615384615385,3.76923076923077,4.76923076923077,6.30769230769231,5
"276",6381,5.83333333333333,3.5,3,4.9,4.77777777777778
"277",6386,6.30769230769231,4.69230769230769,3.30769230769231,6.15384615384615,5.07692307692308
"278",6387,6.61538461538461,4.84615384615385,4.33333333333333,6.06666666666667,6.08333333333333
"279",6393,6.58333333333333,3.91666666666667,4.33333333333333,6.16666666666667,3.83333333333333
"280",6395,6.25,4.36363636363636,4.33333333333333,6.16666666666667,5.83333333333333
"281",6396,6.23076923076923,4.92307692307692,3.53846153846154,6.15384615384615,5.23076923076923
"282",6399,6.58333333333333,3.23076923076923,4.15384615384615,6.26666666666667,4.33333333333333
"283",6430,4.83333333333333,4,5.08333333333333,4.33333333333333,4.08333333333333
"284",6433,3.61538461538462,4.15384615384615,5.61538461538461,2.76923076923077,3.69230769230769
"285",6470,5.33333333333333,4.16666666666667,5.75,4.25,4.58333333333333
"286",6561,6.15384615384615,5.84615384615385,4.07692307692308,5.69230769230769,5.84615384615385
"287",6566,5.66666666666667,4.33333333333333,3.5,5.41666666666667,3.5
"288",6583,3.57142857142857,4.5,4.66666666666667,4.33333333333333,3.22222222222222
"289",6597,2,3.23076923076923,5.23076923076923,3.6,2.66666666666667
"290",6623,6.23076923076923,5.46153846153846,4.38461538461539,5.6,6.58333333333333
"291",6625,4.71428571428571,4.25,2.83333333333333,4,4.22222222222222
"292",6632,5.84615384615385,3.53846153846154,3.46153846153846,4.15384615384615,3.84615384615385
"293",6635,6.08333333333333,3.91666666666667,3.25,5,4.5
"294",6636,5.91666666666667,4.58333333333333,3.91666666666667,5.66666666666667,4.41666666666667
"295",6638,6.33333333333333,4.58333333333333,3.83333333333333,6.16666666666667,4.83333333333333
"296",6639,6.30769230769231,6,3.61538461538462,5.30769230769231,5.15384615384615
"297",6695,2.07692307692308,3.76923076923077,5.38461538461539,3.53846153846154,2.61538461538462
"298",6790,3.41666666666667,3.33333333333333,4.91666666666667,3.75,3.33333333333333
"299",6796,4.38461538461539,4.53846153846154,5.30769230769231,4.46153846153846,4
"300",6809,5.07692307692308,5.07692307692308,4.46153846153846,4.61538461538461,3.69230769230769
"301",6826,5.85714285714286,4.625,3.83333333333333,4.9,4
"302",6830,6,2.84615384615385,2.76923076923077,3.4,3.33333333333333
"303",6837,6.76923076923077,4.76923076923077,2.92307692307692,5.53846153846154,4.23076923076923
"304",6852,5.83333333333333,3.33333333333333,4.08333333333333,5,3.5
"305",6853,6.08333333333333,4.33333333333333,4,5.27272727272727,5.25
"306",6891,5.41666666666667,4.66666666666667,4.5,4.66666666666667,3.83333333333333
"307",6916,6,5.30769230769231,3.76923076923077,4.53846153846154,4.46153846153846
"308",6922,6.08333333333333,4.91666666666667,5.58333333333333,4.91666666666667,5.25
"309",6937,5.08333333333333,4.5,4.16666666666667,4.75,5.08333333333333
"310",6962,4.58333333333333,4.33333333333333,5.33333333333333,5.08333333333333,4
"311",6965,2.41666666666667,2.91666666666667,5.33333333333333,2.66666666666667,2.66666666666667
"312",6967,3,4.375,5,4.4,4
"313",6971,2.58333333333333,3.75,3.91666666666667,3.41666666666667,3
"314",7036,5.53846153846154,4.92307692307692,3.76923076923077,4.84615384615385,4.30769230769231
"315",7039,5.41666666666667,4.33333333333333,3.75,5.16666666666667,4.33333333333333
"316",7171,5.5,5.58333333333333,4.75,5.16666666666667,5
"317",7286,2.92307692307692,5.69230769230769,5.76923076923077,5.46153846153846,4.61538461538461
"318",7387,2.66666666666667,5.16666666666667,4.91666666666667,3.08333333333333,4.41666666666667
"319",7482,4.16666666666667,4.41666666666667,5.91666666666667,4.83333333333333,3.91666666666667
"320",7486,5.66666666666667,5.5,5.66666666666667,5.58333333333333,5.5
"321",7489,4.66666666666667,4.25,4.33333333333333,4.91666666666667,4.25
"322",7493,4.84615384615385,5.84615384615385,5.46153846153846,4.46153846153846,4.84615384615385
"323",7504,5.41666666666667,4.83333333333333,4.83333333333333,5.66666666666667,5.75
"324",7513,6.25,5.58333333333333,4.58333333333333,6,6.5
"325",7517,5.91666666666667,5.08333333333333,4.16666666666667,5.41666666666667,5.5
"326",7522,5.41666666666667,4.69230769230769,5.38461538461539,5.61538461538461,5.46153846153846
"327",7524,3.75,5.66666666666667,4.91666666666667,4.83333333333333,4.58333333333333
"328",7533,6.25,4.75,3.75,5.16666666666667,5.83333333333333
"329",7537,5.23076923076923,5.69230769230769,4.69230769230769,5.5,5.61538461538461
"330",7539,3.75,4.75,4.83333333333333,4.66666666666667,4.66666666666667
"331",7575,2.33333333333333,4.5,2.5,3.33333333333333,2.83333333333333
"332",7596,2.85714285714286,4,4.5,4.8,4.22222222222222
"333",7626,5.25,4.58333333333333,5.41666666666667,4.75,4.25
"334",7627,5.42857142857143,3.875,4.33333333333333,4.6,5
"335",7628,4.15384615384615,5.07692307692308,5.61538461538461,3.84615384615385,4
"336",7629,4.25,3.91666666666667,5.5,4.25,4.41666666666667
"337",7631,4.91666666666667,4.38461538461539,5.61538461538461,4.78571428571429,4.33333333333333
"338",7632,5.25,3.5,4.83333333333333,5.08333333333333,5.16666666666667
"339",7634,5.92307692307692,5.76923076923077,5.07692307692308,5.30769230769231,5.15384615384615
"340",7637,5.16666666666667,4.91666666666667,5.75,5.41666666666667,5.08333333333333
"341",7684,4.92307692307692,3.61538461538462,4.61538461538461,5.07692307692308,4
"342",7689,5.84615384615385,3.61538461538462,3.69230769230769,5.69230769230769,3.92307692307692
"343",7734,3,3.46153846153846,5.84615384615385,4.53846153846154,3
"344",7767,3,4.75,5.41666666666667,4.58333333333333,4.16666666666667
"345",7772,3.33333333333333,3.66666666666667,4.16666666666667,3.83333333333333,3.41666666666667
"346",7794,4.76923076923077,6.15384615384615,5.07692307692308,5.61538461538461,5.76923076923077
